,result,table,_start,_stop,_time,_measurement,host,stanza,percepita,temperatura,umidita
129,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:53.861819+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
130,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:59.122089+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
131,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:04.393620+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
132,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:09.653756+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
133,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:14.923354+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
134,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:20.190092+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
135,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:25.460986+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
136,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:30.721055+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
137,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:35.991037+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
138,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:41.251196+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
139,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:46.521365+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
140,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:54:57.048122+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
