_time,percepita,temperatura,umidita
2026-07-25 10:03:59.271560+00:00,27.6,28.9,26.0
2026-07-25 10:04:04.541571+00:00,27.5,28.9,25.0
2026-07-25 10:04:09.801603+00:00,27.6,28.9,26.0
2026-07-25 10:04:15.073959+00:00,27.5,28.9,25.0
2026-07-25 10:04:20.333994+00:00,27.5,28.9,25.0
2026-07-25 10:04:25.604242+00:00,27.6,28.9,26.0
2026-07-25 10:04:30.864214+00:00,27.6,28.9,26.0
2026-07-25 10:04:36.133793+00:00,27.6,28.9,26.0
2026-07-25 10:04:41.395689+00:00,27.5,28.9,25.0
2026-07-25 10:04:46.665190+00:00,27.6,28.9,26.0
2026-07-25 10:04:51.925324+00:00,27.6,28.9,26.0
2026-07-25 10:04:57.195060+00:00,27.5,28.9,25.0
2026-07-25 10:05:02.455011+00:00,27.7,29.0,26.0
2026-07-25 10:05:07.724822+00:00,27.7,29.0,26.0
2026-07-25 10:05:12.986761+00:00,27.6,29.0,25.0
2026-07-25 10:05:18.256339+00:00,27.6,29.0,25.0
2026-07-25 10:05:23.516448+00:00,27.7,29.1,25.0
2026-07-25 10:05:28.786024+00:00,27.6,29.0,25.0
2026-07-25 10:05:34.046054+00:00,27.6,29.0,25.0
2026-07-25 10:05:39.317216+00:00,27.6,29.0,25.0
2026-07-25 10:05:44.577203+00:00,27.7,29.1,25.0
2026-07-25 10:05:49.848162+00:00,27.6,29.0,25.0
2026-07-25 10:05:55.108362+00:00,27.6,29.0,25.0
2026-07-25 10:06:00.377587+00:00,27.7,29.1,25.0
2026-07-25 10:06:10.902968+00:00,27.6,29.0,25.0
2026-07-25 10:06:16.163207+00:00,27.6,29.0,25.0
2026-07-25 10:06:21.432811+00:00,27.7,29.1,25.0
2026-07-25 10:06:26.692797+00:00,27.7,29.1,25.0
2026-07-25 10:06:37.216937+00:00,27.6,29.0,25.0
2026-07-25 10:06:42.487720+00:00,27.6,29.0,25.0
2026-07-25 10:06:47.748021+00:00,27.7,29.1,25.0
2026-07-25 10:06:53.017807+00:00,27.6,29.0,25.0
2026-07-25 10:06:58.277837+00:00,27.7,29.1,25.0
2026-07-25 10:07:03.547420+00:00,27.6,29.0,25.0
2026-07-25 10:07:08.809364+00:00,27.7,29.1,25.0
2026-07-25 10:07:14.080684+00:00,27.7,29.1,25.0
2026-07-25 10:07:19.340683+00:00,27.7,29.1,25.0
2026-07-25 10:07:24.610359+00:00,27.8,29.2,25.0
2026-07-25 10:07:29.870659+00:00,27.8,29.2,25.0
2026-07-25 10:07:35.139866+00:00,27.8,29.2,25.0
2026-07-25 10:07:40.401718+00:00,27.8,29.2,25.0
2026-07-25 10:07:45.695487+00:00,27.8,29.2,25.0
2026-07-25 10:07:50.955480+00:00,27.9,29.3,25.0
2026-07-25 10:07:56.225747+00:00,27.9,29.3,25.0
2026-07-25 10:08:01.485773+00:00,27.8,29.2,25.0
2026-07-25 10:08:06.755360+00:00,27.9,29.3,25.0
2026-07-25 10:08:12.017051+00:00,27.9,29.3,25.0
2026-07-25 10:08:17.287493+00:00,27.9,29.3,25.0
2026-07-25 10:08:22.547475+00:00,27.9,29.3,25.0
2026-07-25 10:08:27.819690+00:00,27.9,29.3,25.0
2026-07-25 10:08:33.079630+00:00,27.9,29.3,25.0
2026-07-25 10:08:38.349224+00:00,27.9,29.3,25.0
2026-07-25 10:08:43.610891+00:00,27.9,29.3,25.0
2026-07-25 10:08:48.880599+00:00,27.9,29.3,25.0
2026-07-25 10:08:54.140990+00:00,27.9,29.3,25.0
2026-07-25 10:08:59.411193+00:00,27.9,29.3,25.0
2026-07-25 10:09:04.671172+00:00,27.9,29.3,25.0
2026-07-25 10:09:09.943431+00:00,27.9,29.3,25.0
2026-07-25 10:09:15.203151+00:00,27.9,29.3,25.0
2026-07-25 10:09:20.472714+00:00,27.9,29.3,26.0
2026-07-25 10:09:25.732576+00:00,27.9,29.3,26.0
2026-07-25 10:09:31.001932+00:00,27.9,29.3,26.0
2026-07-25 10:09:36.263580+00:00,27.9,29.3,26.0
2026-07-25 10:09:46.788738+00:00,27.9,29.3,25.0
2026-07-25 10:09:52.057742+00:00,27.9,29.3,25.0
2026-07-25 10:09:57.317611+00:00,27.9,29.3,25.0
2026-07-25 10:10:02.587152+00:00,27.9,29.3,25.0
2026-07-25 10:10:07.847191+00:00,27.9,29.3,25.0
2026-07-25 10:10:13.182396+00:00,27.9,29.3,25.0
2026-07-25 10:10:18.442693+00:00,27.9,29.3,25.0
2026-07-25 10:10:23.711790+00:00,27.9,29.3,25.0
2026-07-25 10:10:28.971747+00:00,27.9,29.3,26.0
2026-07-25 10:10:34.241093+00:00,27.9,29.3,25.0
2026-07-25 10:10:39.501162+00:00,27.9,29.3,25.0
2026-07-25 10:10:44.772708+00:00,27.9,29.3,25.0
2026-07-25 10:10:55.297111+00:00,27.9,29.3,25.0
2026-07-25 10:11:00.557246+00:00,27.9,29.3,25.0
2026-07-25 10:11:05.826597+00:00,27.9,29.3,25.0
2026-07-25 10:11:11.088385+00:00,27.9,29.3,25.0
2026-07-25 10:11:16.358162+00:00,27.9,29.3,25.0
2026-07-25 10:11:21.618451+00:00,27.9,29.3,25.0
2026-07-25 10:11:26.887646+00:00,27.9,29.3,25.0
2026-07-25 10:11:32.149097+00:00,27.9,29.3,25.0
2026-07-25 10:11:37.418416+00:00,27.9,29.3,25.0
2026-07-25 10:11:42.680502+00:00,27.9,29.3,25.0
2026-07-25 10:11:47.949636+00:00,27.9,29.3,25.0
2026-07-25 10:11:53.209709+00:00,27.9,29.3,25.0
2026-07-25 10:11:58.479573+00:00,27.9,29.3,25.0
2026-07-25 10:12:03.739563+00:00,27.9,29.3,25.0
2026-07-25 10:12:09.009193+00:00,27.9,29.3,25.0
2026-07-25 10:12:14.270688+00:00,27.9,29.3,25.0
2026-07-25 10:12:19.540301+00:00,27.9,29.3,25.0
2026-07-25 10:12:24.800232+00:00,27.9,29.3,25.0
2026-07-25 10:12:30.070245+00:00,27.9,29.3,25.0
2026-07-25 10:12:35.330240+00:00,27.9,29.3,25.0
2026-07-25 10:12:45.863151+00:00,27.9,29.3,26.0
2026-07-25 10:12:51.132886+00:00,27.9,29.3,26.0
2026-07-25 10:12:56.392827+00:00,27.9,29.3,26.0
2026-07-25 10:13:01.662501+00:00,27.9,29.3,26.0
2026-07-25 10:13:06.922358+00:00,27.9,29.3,26.0
2026-07-25 10:13:12.193356+00:00,27.9,29.3,26.0
2026-07-25 10:13:17.453472+00:00,27.9,29.3,26.0
2026-07-25 10:13:22.723839+00:00,27.9,29.3,26.0
2026-07-25 10:13:27.984222+00:00,27.9,29.3,26.0
2026-07-25 10:13:33.253574+00:00,27.9,29.3,26.0
2026-07-25 10:13:38.513786+00:00,27.9,29.3,26.0
2026-07-25 10:13:43.785111+00:00,27.9,29.3,26.0
2026-07-25 10:13:49.045114+00:00,27.9,29.3,26.0
2026-07-25 10:13:54.314757+00:00,27.9,29.3,26.0
2026-07-25 10:13:59.575333+00:00,27.9,29.3,26.0
2026-07-25 10:14:04.844817+00:00,27.9,29.3,26.0
2026-07-25 10:14:15.369946+00:00,27.9,29.3,26.0
2026-07-25 10:14:20.630125+00:00,27.9,29.3,26.0
2026-07-25 10:14:25.899379+00:00,27.9,29.3,26.0
2026-07-25 10:14:31.159377+00:00,27.9,29.3,26.0
2026-07-25 10:14:36.429090+00:00,27.9,29.3,26.0
2026-07-25 10:14:41.690770+00:00,27.9,29.3,26.0
2026-07-25 10:14:46.960572+00:00,27.9,29.3,26.0
2026-07-25 10:14:52.220514+00:00,27.9,29.3,26.0
2026-07-25 10:14:57.489855+00:00,27.9,29.3,26.0
2026-07-25 10:15:02.750092+00:00,27.9,29.3,26.0
2026-07-25 10:15:08.019417+00:00,27.9,29.3,26.0
2026-07-25 10:15:13.281139+00:00,27.9,29.3,26.0
2026-07-25 10:15:18.552081+00:00,27.9,29.3,26.0
2026-07-25 10:15:23.812029+00:00,27.9,29.3,26.0
2026-07-25 10:15:29.081627+00:00,27.9,29.3,26.0
2026-07-25 10:15:34.341547+00:00,27.9,29.3,26.0
2026-07-25 10:15:39.614333+00:00,27.9,29.3,26.0
2026-07-25 10:15:44.874323+00:00,27.9,29.3,26.0
2026-07-25 10:15:50.144434+00:00,27.9,29.3,26.0
2026-07-25 10:15:55.404335+00:00,27.8,29.2,26.0
2026-07-25 10:16:05.928215+00:00,27.8,29.2,26.0
2026-07-25 10:16:11.199303+00:00,27.8,29.2,26.0
2026-07-25 10:16:16.459189+00:00,27.8,29.2,26.0
2026-07-25 10:16:21.729019+00:00,27.8,29.2,26.0
2026-07-25 10:16:26.989096+00:00,27.8,29.2,26.0
2026-07-25 10:16:32.258437+00:00,27.8,29.2,26.0
2026-07-25 10:16:37.518881+00:00,27.8,29.2,26.0
2026-07-25 10:16:42.789808+00:00,27.8,29.2,26.0
2026-07-25 10:16:53.314021+00:00,27.8,29.2,26.0
2026-07-25 10:16:58.574016+00:00,27.8,29.2,26.0
2026-07-25 10:17:03.843477+00:00,27.9,29.3,26.0
2026-07-25 10:17:09.103973+00:00,27.9,29.3,26.0
2026-07-25 10:17:14.375924+00:00,27.9,29.3,26.0
2026-07-25 10:17:19.635912+00:00,27.9,29.3,26.0
2026-07-25 10:17:24.905612+00:00,27.9,29.3,26.0
2026-07-25 10:17:30.165568+00:00,27.9,29.3,26.0
2026-07-25 10:17:35.434927+00:00,27.9,29.3,26.0
2026-07-25 10:17:40.696568+00:00,27.9,29.3,26.0
2026-07-25 10:17:45.966061+00:00,27.9,29.3,26.0
2026-07-25 10:17:51.225817+00:00,27.9,29.3,26.0
2026-07-25 10:17:56.495417+00:00,27.9,29.3,26.0
2026-07-25 10:18:01.755315+00:00,27.9,29.3,26.0
2026-07-25 10:18:07.024626+00:00,28.0,29.3,27.0
2026-07-25 10:18:17.550359+00:00,28.0,29.3,27.0
2026-07-25 10:18:22.810090+00:00,28.0,29.3,27.0
2026-07-25 10:18:28.079318+00:00,28.0,29.3,27.0
2026-07-25 10:18:33.339628+00:00,27.9,29.3,26.0
2026-07-25 10:18:38.608584+00:00,28.0,29.3,27.0
2026-07-25 10:18:43.870285+00:00,28.0,29.3,27.0
2026-07-25 10:18:49.139869+00:00,28.0,29.3,27.0
2026-07-25 10:18:54.399803+00:00,27.9,29.3,26.0
